timestamp,gpu,bus_id,temp_c,power_w,power_limit_w,util_pct,memory_mib,pstate,event
2026-08-07T20:39:29+08:00,1,0000:82:00.0,39,31.14,300.00,1,1,P8,sample
2026-08-07T20:40:02+08:00,1,0000:82:00.0,39,31.25,300.00,0,1,P8,sample
2026-08-07T20:40:33+08:00,1,0000:82:00.0,49,125.16,300.00,0,1,P0,cuda_release_verified_no_compute_owner
