timestamp,gpu_uuid,child_pgid,owner_pids,child_owner_pids,foreign_owner_pids,event
2026-08-07T20:47:55+08:00,GPU-c343c114-0407-0fd3-7de3-9f46030bf309,915698,,,,prelaunch_owner_clear
2026-08-07T20:47:55+08:00,GPU-c343c114-0407-0fd3-7de3-9f46030bf309,915698,,,,runtime_owner_audit
2026-08-07T20:52:57+08:00,GPU-c343c114-0407-0fd3-7de3-9f46030bf309,915698,542043,542043,,runtime_owner_audit_host_pid_singleton
2026-08-07T20:56:18+08:00,GPU-c343c114-0407-0fd3-7de3-9f46030bf309,915698,,,,postexit_owner_clear
