timestamp,gpu_uuid,child_pgid,owner_pids,child_owner_pids,foreign_owner_pids,event
2026-08-07T20:35:27+08:00,GPU-c343c114-0407-0fd3-7de3-9f46030bf309,911935,,,,prelaunch_owner_clear
2026-08-07T20:35:28+08:00,GPU-c343c114-0407-0fd3-7de3-9f46030bf309,911935,,,,runtime_owner_audit
2026-08-07T20:36:05+08:00,GPU-c343c114-0407-0fd3-7de3-9f46030bf309,911935,,,,postexit_owner_clear
