timestamp,gpu,bus_id,temp_c,power_w,power_limit_w,util_pct,memory_mib,pstate,event
2026-08-07T21:00:43+08:00,0,0000:02:00.0,44,23.45,300.00,0,1,P8,sample
2026-08-07T21:02:55+08:00,0,0000:02:00.0,53,124.61,300.00,0,1,P0,cuda_release_verified_no_compute_owner
