timestamp,gpu_uuid,child_pgid,owner_pids,child_owner_pids,foreign_owner_pids,event
2026-08-07T21:00:43+08:00,GPU-c343c114-0407-0fd3-7de3-9f46030bf309,921805,,,,prelaunch_owner_clear
2026-08-07T21:00:43+08:00,GPU-c343c114-0407-0fd3-7de3-9f46030bf309,921805,,,,runtime_owner_audit
2026-08-07T21:02:55+08:00,GPU-c343c114-0407-0fd3-7de3-9f46030bf309,921805,,,,postexit_owner_clear
