timestamp,gpu_uuid,child_pgid,owner_pids,child_owner_pids,foreign_owner_pids,event
2026-08-07T21:05:42+08:00,GPU-c343c114-0407-0fd3-7de3-9f46030bf309,923866,,,,prelaunch_owner_clear
2026-08-07T21:05:42+08:00,GPU-c343c114-0407-0fd3-7de3-9f46030bf309,923866,,,,runtime_owner_audit
2026-08-07T21:06:25+08:00,GPU-c343c114-0407-0fd3-7de3-9f46030bf309,923866,,,,postexit_owner_clear
