timestamp,gpu,bus_id,temp_c,power_w,power_limit_w,util_pct,memory_mib,pstate,event
2026-08-07T20:47:55+08:00,0,0000:02:00.0,43,23.50,300.00,0,1,P8,sample
2026-08-07T20:52:57+08:00,0,0000:02:00.0,63,220.01,300.00,21,368,P2,sample
2026-08-07T20:56:18+08:00,0,0000:02:00.0,54,122.85,300.00,5,1,P0,cuda_release_verified_no_compute_owner
